fecha	producto_id	cantidad	coste_unitario
2026-01-02	42	8.354	0.99
2026-01-02	43	13.054	1.3
2026-01-02	44	13.969	1.28
2026-01-02	48	2	1.53
2026-01-02	49	2	2.19
2026-01-02	50	1	2.19
2026-01-02	52	26.971	0.7
2026-01-02	53	2	1.85
2026-01-02	54	3	1.85
2026-01-02	55	5	2.1
2026-01-02	56	4	2.6
2026-01-02	57	2	0.98
2026-01-02	58	1.737	1.9
2026-01-02	60	7	2.02
2026-01-02	61	2	1.39
2026-01-02	65	2	1.04
2026-01-02	66	3	1.16
2026-01-02	68	1	1.51
2026-01-02	69	8	0.91
2026-01-02	70	3	1.1
2026-01-02	71	2	1.53
2026-01-02	72	5	0.69
2026-01-02	73	3	1.1
2026-01-02	75	4	1.19
2026-01-02	76	19	0.57
2026-01-02	77	2	1.67
2026-01-02	78	9	0.79
2026-01-02	79	6	1.07
2026-01-02	8	2	1.69
2026-01-02	81	7	0.72
2026-01-02	82	7	0.65
2026-01-02	83	3.453	1.72
2026-01-02	84	7	1.16
2026-01-02	87	4	1.04
2026-01-02	88	2.228	1.62
2026-01-02	89	35.69	0.58
2026-01-02	9	4	0.58
2026-01-02	91	26.17	0.53
2026-01-02	92	8.594	0.64
2026-01-02	93	29	1.46
2026-01-02	94	6.288	2.08
2026-01-02	95	5.94	1.84
2026-01-02	96	1.396	1.82
2026-01-02	98	1.387	1.68
2026-01-02	99	1.61	2.28
2026-01-05	101	9.374	2.19
2026-01-05	103	2.302	1.62
2026-01-05	105	3.226	1.24
2026-01-05	106	10.414	1.45
2026-01-05	107	4.979	1.42
2026-01-05	11	4.022	3.16
2026-01-05	111	4.75	1.28
2026-01-05	112	3.618	1.91
2026-01-05	114	18.32	2.19
2026-01-05	12	5.392	1.71
2026-01-05	121	53.645	0.93
2026-01-05	124	20.259	1.16
2026-01-05	125	6	1.74
2026-01-05	127	7	1.84
2026-01-05	130	6	1.39
2026-01-05	134	1.046	10.3
2026-01-05	135	0.706	9.6
2026-01-05	136	0.473	9.03
2026-01-05	137	0.753	13.1
2026-01-05	138	3.416	3.15
2026-01-05	139	0.502	10.35
2026-01-05	140	0.798	9.6
2026-01-05	142	0.674	4.78
2026-01-05	145	0.32	15.9
2026-01-05	146	1.646	10.6
2026-01-05	149	5.768	3.66
2026-01-05	155	22	0.57
2026-01-05	158	3	1.75
2026-01-05	160	4	1.31
2026-01-05	165	4.455	3.65
2026-01-05	166	8	1.84
2026-01-05	167	6	1.18
2026-01-05	17	11	1.24
2026-01-05	178	1.07	2.43
2026-01-05	18	17.633	0.98
2026-01-05	185	4	1.44
2026-01-05	186	8	1.66
2026-01-05	187	4.79	4.04
2026-01-05	189	6	2.31
2026-01-05	190	13	2.31
2026-01-05	193	9	1.46
2026-01-05	194	13.251	2.07
2026-01-05	195	15	1.09
2026-01-05	196	6	2.31
2026-01-05	197	9.942	1.72
2026-01-05	198	13.046	0.87
2026-01-05	199	5.204	1.62
2026-01-05	207	3	0.94
2026-01-05	208	6	0.66
2026-01-05	209	3	0.88
2026-01-05	211	4	0.85
2026-01-05	213	4	2.02
2026-01-05	214	2	1.95
2026-01-05	216	2	2
2026-01-05	218	9	1.02
2026-01-05	219	4	0.71
2026-01-05	226	3	0.98
2026-01-05	23	5	0.94
2026-01-05	27	3	1.91
2026-01-05	28	10	2.08
2026-01-05	30	6	1.39
2026-01-05	31	0.775	4.4
2026-01-05	33	9.67	1.15
2026-01-05	35	17	0.98
2026-01-05	38	10.82	1.39
2026-01-05	39	4.148	3.3
2026-01-05	4	9	0.76
2026-01-05	40	3	1.53
2026-01-05	41	9.761	1.38
2026-01-05	42	11.606	0.99
2026-01-05	43	18.131	1.3
2026-01-05	44	19.406	1.28
2026-01-05	48	3	1.53
2026-01-05	49	2	2.19
2026-01-05	50	2	2.19
2026-01-05	52	37.457	0.7
2026-01-05	53	2	1.85
2026-01-05	54	4	1.85
2026-01-05	55	6	2.1
2026-01-05	56	6	2.6
2026-01-05	57	3	0.98
2026-01-05	58	2.416	1.9
2026-01-05	61	3	1.39
2026-01-05	65	3	1.04
2026-01-05	66	5	1.16
2026-01-05	68	2	1.51
2026-01-05	69	11	0.91
2026-01-05	70	5	1.1
2026-01-05	71	3	1.53
2026-01-05	72	7	0.69
2026-01-05	73	4	1.1
2026-01-05	75	6	1.19
2026-01-05	76	27	0.57
2026-01-05	77	3	1.67
2026-01-05	78	13	0.79
2026-01-05	79	8	1.07
2026-01-05	8	2	1.69
2026-01-05	80	7	2.29
2026-01-05	81	10	0.72
2026-01-05	82	9	0.65
2026-01-05	83	4.791	1.72
2026-01-05	84	10	1.16
2026-01-05	87	5	1.04
2026-01-05	88	3.099	1.62
2026-01-05	89	49.586	0.58
2026-01-05	9	5	0.58
2026-01-05	91	36.34	0.53
2026-01-05	92	11.938	0.64
2026-01-05	93	40	1.46
2026-01-05	94	8.731	2.08
2026-01-05	95	8.255	1.84
2026-01-05	96	1.94	1.82
2026-01-05	98	1.929	1.68
2026-01-05	99	2.237	2.28
2026-01-06	101	7.502	2.19
2026-01-06	103	1.846	1.62
2026-01-06	105	2.581	1.24
2026-01-06	106	8.331	1.45
2026-01-06	107	3.986	1.42
2026-01-06	108	6.376	1.73
2026-01-06	11	3.215	3.16
2026-01-06	111	3.805	1.28
2026-01-06	112	2.895	1.91
2026-01-06	114	14.653	2.19
2026-01-06	12	4.31	1.71
2026-01-06	121	42.914	0.93
2026-01-06	124	16.207	1.16
2026-01-06	125	5	1.74
2026-01-06	127	6	1.84
2026-01-06	130	5	1.39
2026-01-06	134	0.837	10.3
2026-01-06	135	0.566	9.6
2026-01-06	136	0.379	9.03
2026-01-06	137	0.603	13.1
2026-01-06	138	2.733	3.15
2026-01-06	139	0.402	10.35
2026-01-06	140	0.639	9.6
2026-01-06	142	0.54	4.78
2026-01-06	145	0.256	15.9
2026-01-06	146	1.317	10.6
2026-01-06	148	3.149	4.5
2026-01-06	158	2	1.75
2026-01-06	161	3	0.91
2026-01-06	165	3.564	3.65
2026-01-06	166	7	1.84
2026-01-06	167	5	1.18
2026-01-06	17	11	1.24
2026-01-06	178	0.856	2.43
2026-01-06	18	14.102	0.98
2026-01-06	185	4	1.44
2026-01-06	187	3.832	4.04
2026-01-06	189	5	2.31
2026-01-06	19	10	1.82
2026-01-06	190	10	2.31
2026-01-06	193	7	1.46
2026-01-06	194	10.599	2.07
2026-01-06	195	12	1.09
2026-01-06	196	5	2.31
2026-01-06	197	7.953	1.72
2026-01-06	198	10.437	0.87
2026-01-06	199	4.16	1.62
2026-01-06	202	5	2.14
2026-01-06	207	2	0.94
2026-01-06	208	4	0.66
2026-01-06	209	2	0.88
2026-01-06	211	4	0.85
2026-01-06	213	3	2.02
2026-01-06	214	2	1.95
2026-01-06	216	1	2
2026-01-06	218	7	1.02
2026-01-06	219	3	0.71
2026-01-06	226	3	0.98
2026-01-06	23	4	0.94
2026-01-06	231	5	0.98
2026-01-06	250	8.925	1.73
2026-01-06	27	2	1.91
2026-01-06	28	8	2.08
2026-01-06	30	5	1.39
2026-01-06	31	0.62	4.4
2026-01-06	33	7.739	1.15
2026-01-06	38	8.655	1.39
2026-01-06	39	3.318	3.3
2026-01-06	4	7	0.76
2026-01-06	40	3	1.53
2026-01-06	41	7.804	1.38
2026-01-06	42	9.283	0.99
2026-01-06	43	14.5	1.3
2026-01-06	44	15.523	1.28
2026-01-06	48	2	1.53
2026-01-06	49	2	2.19
2026-01-06	50	1	2.19
2026-01-06	52	29.971	0.7
2026-01-06	53	2	1.85
2026-01-06	54	4	1.85
2026-01-06	55	5	2.1
2026-01-06	56	5	2.6
2026-01-06	57	2	0.98
2026-01-06	58	1.932	1.9
2026-01-06	61	2	1.39
2026-01-06	65	3	1.04
2026-01-06	66	4	1.16
2026-01-06	68	1	1.51
2026-01-06	69	9	0.91
2026-01-06	70	4	1.1
2026-01-06	71	2	1.53
2026-01-06	72	5	0.69
2026-01-06	73	3	1.1
2026-01-06	75	5	1.19
2026-01-06	76	22	0.57
2026-01-06	77	3	1.67
2026-01-06	78	11	0.79
2026-01-06	79	7	1.07
2026-01-06	8	2	1.69
2026-01-06	81	8	0.72
2026-01-06	82	8	0.65
2026-01-06	83	3.837	1.72
2026-01-06	84	8	1.16
2026-01-06	85	18	1.1
2026-01-06	87	4	1.04
2026-01-06	88	2.475	1.62
2026-01-06	89	39.672	0.58
2026-01-06	9	4	0.58
2026-01-06	91	29.075	0.53
2026-01-06	92	9.547	0.64
2026-01-06	93	32	1.46
2026-01-06	94	6.986	2.08
2026-01-06	95	6.603	1.84
2026-01-06	96	1.555	1.82
2026-01-06	98	1.542	1.68
2026-01-06	99	1.789	2.28
2026-01-07	101	7.128	2.19
2026-01-07	103	1.753	1.62
2026-01-07	105	2.452	1.24
2026-01-07	106	7.91	1.45
2026-01-07	107	3.782	1.42
2026-01-07	11	3.057	3.16
2026-01-07	111	3.609	1.28
2026-01-07	112	2.749	1.91
2026-01-07	114	13.922	2.19
2026-01-07	117	10.582	1.46
2026-01-07	12	4.099	1.71
2026-01-07	121	40.774	0.93
2026-01-07	124	15.397	1.16
2026-01-07	125	4	1.74
2026-01-07	127	5	1.84
2026-01-07	130	5	1.39
2026-01-07	134	0.795	10.3
2026-01-07	135	0.538	9.6
2026-01-07	136	0.36	9.03
2026-01-07	137	0.573	13.1
2026-01-07	138	2.597	3.15
2026-01-07	139	0.382	10.35
2026-01-07	140	0.606	9.6
2026-01-07	142	0.513	4.78
2026-01-07	145	0.243	15.9
2026-01-07	146	1.252	10.6
2026-01-07	158	2	1.75
2026-01-07	165	3.386	3.65
2026-01-07	166	6	1.84
2026-01-07	167	5	1.18
2026-01-07	178	0.811	2.43
2026-01-07	18	13.398	0.98
2026-01-07	185	3	1.44
2026-01-07	187	3.641	4.04
2026-01-07	189	4	2.31
2026-01-07	190	10	2.31
2026-01-07	193	7	1.46
2026-01-07	194	10.072	2.07
2026-01-07	195	11	1.09
2026-01-07	196	4	2.31
2026-01-07	197	7.558	1.72
2026-01-07	198	9.92	0.87
2026-01-07	199	3.951	1.62
2026-01-07	207	2	0.94
2026-01-07	208	4	0.66
2026-01-07	209	2	0.88
2026-01-07	211	3	0.85
2026-01-07	213	3	2.02
2026-01-07	214	2	1.95
2026-01-07	216	1	2
2026-01-07	218	7	1.02
2026-01-07	219	3	0.71
2026-01-07	221	3	1.71
2026-01-07	226	2	0.98
2026-01-07	23	4	0.94
2026-01-07	26	8.908	0.87
2026-01-07	27	2	1.91
2026-01-07	28	7	2.08
2026-01-07	30	5	1.39
2026-01-07	31	0.589	4.4
2026-01-07	33	7.348	1.15
2026-01-07	38	8.223	1.39
2026-01-07	39	3.155	3.3
2026-01-07	4	6	0.76
2026-01-07	40	3	1.53
2026-01-07	41	7.42	1.38
2026-01-07	42	8.818	0.99
2026-01-07	43	13.777	1.3
2026-01-07	44	14.75	1.28
2026-01-07	48	2	1.53
2026-01-07	49	2	2.19
2026-01-07	50	1	2.19
2026-01-07	52	28.471	0.7
2026-01-07	53	2	1.85
2026-01-07	54	3	1.85
2026-01-07	55	5	2.1
2026-01-07	56	5	2.6
2026-01-07	57	2	0.98
2026-01-07	58	1.837	1.9
2026-01-07	61	2	1.39
2026-01-07	62	10	1.35
2026-01-07	65	3	1.04
2026-01-07	66	4	1.16
2026-01-07	68	1	1.51
2026-01-07	69	8	0.91
2026-01-07	70	4	1.1
2026-01-07	71	2	1.53
2026-01-07	72	5	0.69
2026-01-07	73	3	1.1
2026-01-07	75	4	1.19
2026-01-07	76	20	0.57
2026-01-07	77	2	1.67
2026-01-07	78	10	0.79
2026-01-07	79	6	1.07
2026-01-07	8	2	1.69
2026-01-07	81	8	0.72
2026-01-07	82	7	0.65
2026-01-07	83	3.645	1.72
2026-01-07	84	8	1.16
2026-01-07	87	4	1.04
2026-01-07	88	2.352	1.62
2026-01-07	89	37.69	0.58
2026-01-07	9	4	0.58
2026-01-07	91	27.623	0.53
2026-01-07	92	9.078	0.64
2026-01-07	93	31	1.46
2026-01-07	94	6.639	2.08
2026-01-07	95	6.272	1.84
2026-01-07	96	1.478	1.82
2026-01-07	98	1.464	1.68
2026-01-07	99	1.702	2.28
2026-01-08	101	6.749	2.19
2026-01-08	103	1.66	1.62
2026-01-08	105	2.323	1.24
2026-01-08	106	7.497	1.45
2026-01-08	107	3.585	1.42
2026-01-08	11	2.896	3.16
2026-01-08	111	3.422	1.28
2026-01-08	112	2.607	1.91
2026-01-08	114	13.187	2.19
2026-01-08	12	3.883	1.71
2026-01-08	121	38.624	0.93
2026-01-08	124	14.586	1.16
2026-01-08	125	4	1.74
2026-01-08	127	5	1.84
2026-01-08	130	5	1.39
2026-01-08	134	0.753	10.3
2026-01-08	135	0.509	9.6
2026-01-08	136	0.341	9.03
2026-01-08	137	0.543	13.1
2026-01-08	138	2.46	3.15
2026-01-08	139	0.361	10.35
2026-01-08	140	0.575	9.6
2026-01-08	141	2.389	8.74
2026-01-08	142	0.485	4.78
2026-01-08	145	0.23	15.9
2026-01-08	146	1.186	10.6
2026-01-08	147	0.134	2.91
2026-01-08	158	2	1.75
2026-01-08	165	3.208	3.65
2026-01-08	166	6	1.84
2026-01-08	167	5	1.18
2026-01-08	178	0.77	2.43
2026-01-08	18	12.694	0.98
2026-01-08	185	3	1.44
2026-01-08	187	3.448	4.04
2026-01-08	189	4	2.31
2026-01-08	190	9	2.31
2026-01-08	193	7	1.46
2026-01-08	194	9.541	2.07
2026-01-08	195	10	1.09
2026-01-08	196	4	2.31
2026-01-08	197	7.157	1.72
2026-01-08	198	9.391	0.87
2026-01-08	199	3.747	1.62
2026-01-08	207	2	0.94
2026-01-08	208	4	0.66
2026-01-08	209	2	0.88
2026-01-08	211	3	0.85
2026-01-08	213	3	2.02
2026-01-08	214	2	1.95
2026-01-08	216	1	2
2026-01-08	218	6	1.02
2026-01-08	219	3	0.71
2026-01-08	226	2	0.98
2026-01-08	23	4	0.94
2026-01-08	27	2	1.91
2026-01-08	28	7	2.08
2026-01-08	30	4	1.39
2026-01-08	31	0.557	4.4
2026-01-08	33	6.965	1.15
2026-01-08	38	7.791	1.39
2026-01-08	39	2.988	3.3
2026-01-08	4	6	0.76
2026-01-08	40	2	1.53
2026-01-08	41	7.029	1.38
2026-01-08	42	8.354	0.99
2026-01-08	43	13.054	1.3
2026-01-08	44	13.969	1.28
2026-01-08	48	2	1.53
2026-01-08	49	2	2.19
2026-01-08	50	1	2.19
2026-01-08	52	26.971	0.7
2026-01-08	53	2	1.85
2026-01-08	54	3	1.85
2026-01-08	55	5	2.1
2026-01-08	56	4	2.6
2026-01-08	57	2	0.98
2026-01-08	58	1.737	1.9
2026-01-08	61	2	1.39
2026-01-08	65	2	1.04
2026-01-08	66	3	1.16
2026-01-08	68	1	1.51
2026-01-08	69	8	0.91
2026-01-08	70	3	1.1
2026-01-08	71	2	1.53
2026-01-08	72	5	0.69
2026-01-08	73	3	1.1
2026-01-08	75	4	1.19
2026-01-08	76	19	0.57
2026-01-08	77	2	1.67
2026-01-08	78	9	0.79
2026-01-08	79	6	1.07
2026-01-08	8	2	1.69
2026-01-08	81	7	0.72
2026-01-08	82	7	0.65
2026-01-08	83	3.453	1.72
2026-01-08	84	7	1.16
2026-01-08	87	4	1.04
2026-01-08	88	2.228	1.62
2026-01-08	89	35.69	0.58
2026-01-08	9	4	0.58
2026-01-08	91	26.17	0.53
2026-01-08	92	8.594	0.64
2026-01-08	93	29	1.46
2026-01-08	94	6.288	2.08
2026-01-08	95	5.94	1.84
2026-01-08	96	1.396	1.82
2026-01-08	98	1.387	1.68
2026-01-08	99	1.61	2.28
2026-01-09	100	6.5	1.96
2026-01-09	101	6.749	2.19
2026-01-09	103	1.66	1.62
2026-01-09	104	0.14	1.57
2026-01-09	105	2.323	1.24
2026-01-09	106	7.497	1.45
2026-01-09	107	3.585	1.42
2026-01-09	11	2.896	3.16
2026-01-09	111	3.422	1.28
2026-01-09	112	2.607	1.91
2026-01-09	114	13.187	2.19
2026-01-09	12	3.883	1.71
2026-01-09	121	38.624	0.93
2026-01-09	124	14.586	1.16
2026-01-09	125	4	1.74
2026-01-09	127	5	1.84
2026-01-09	130	5	1.39
2026-01-09	134	0.753	10.3
2026-01-09	135	0.509	9.6
2026-01-09	136	0.341	9.03
2026-01-09	137	0.543	13.1
2026-01-09	138	2.46	3.15
2026-01-09	139	0.361	10.35
2026-01-09	140	0.575	9.6
2026-01-09	142	0.485	4.78
2026-01-09	143	6	2.13
2026-01-09	145	0.23	15.9
2026-01-09	146	1.186	10.6
2026-01-09	153	12	1.54
2026-01-09	154	13	1.44
2026-01-09	155	22	0.57
2026-01-09	158	2	1.75
2026-01-09	162	14	0.87
2026-01-09	165	3.208	3.65
2026-01-09	166	6	1.84
2026-01-09	167	5	1.18
2026-01-09	178	0.77	2.43
2026-01-09	18	12.694	0.98
2026-01-09	185	3	1.44
2026-01-09	187	3.448	4.04
2026-01-09	189	4	2.31
2026-01-09	190	9	2.31
2026-01-09	193	7	1.46
2026-01-09	194	9.541	2.07
2026-01-09	195	10	1.09
2026-01-09	196	4	2.31
2026-01-09	197	7.157	1.72
2026-01-09	198	9.391	0.87
2026-01-09	199	3.747	1.62
2026-01-09	207	2	0.94
2026-01-09	208	4	0.66
2026-01-09	209	2	0.88
2026-01-09	211	3	0.85
2026-01-09	213	3	2.02
2026-01-09	214	2	1.95
2026-01-09	216	1	2
2026-01-09	218	6	1.02
2026-01-09	219	3	0.71
2026-01-09	226	2	0.98
2026-01-09	23	4	0.94
2026-01-09	27	2	1.91
2026-01-09	28	7	2.08
2026-01-09	30	4	1.39
2026-01-09	31	0.557	4.4
2026-01-09	33	6.965	1.15
2026-01-09	38	7.791	1.39
2026-01-09	39	2.988	3.3
2026-01-09	4	6	0.76
2026-01-09	40	2	1.53
2026-01-09	41	7.029	1.38
2026-01-09	42	8.354	0.99
2026-01-09	43	13.054	1.3
2026-01-09	44	13.969	1.28
2026-01-09	48	2	1.53
2026-01-09	49	2	2.19
2026-01-09	50	1	2.19
2026-01-09	52	26.971	0.7
2026-01-09	53	2	1.85
2026-01-09	54	3	1.85
2026-01-09	55	5	2.1
2026-01-09	56	4	2.6
2026-01-09	57	2	0.98
2026-01-09	58	1.737	1.9
2026-01-09	61	2	1.39
2026-01-09	65	2	1.04
2026-01-09	66	3	1.16
2026-01-09	68	1	1.51
2026-01-09	69	8	0.91
2026-01-09	70	3	1.1
2026-01-09	71	2	1.53
2026-01-09	72	5	0.69
2026-01-09	73	3	1.1
2026-01-09	75	4	1.19
2026-01-09	76	19	0.57
2026-01-09	77	2	1.67
2026-01-09	78	9	0.79
2026-01-09	79	6	1.07
2026-01-09	8	2	1.69
2026-01-09	81	7	0.72
2026-01-09	82	7	0.65
2026-01-09	83	3.453	1.72
2026-01-09	84	7	1.16
2026-01-09	87	4	1.04
2026-01-09	88	2.228	1.62
2026-01-09	89	35.69	0.58
2026-01-09	9	4	0.58
2026-01-09	91	26.17	0.53
2026-01-09	92	8.594	0.64
2026-01-09	93	29	1.46
2026-01-09	94	6.288	2.08
2026-01-09	95	5.94	1.84
2026-01-09	96	1.396	1.82
2026-01-09	98	1.387	1.68
2026-01-09	99	1.61	2.28
2026-01-12	101	9.374	2.19
2026-01-12	102	7.969	1.28
2026-01-12	103	2.302	1.62
2026-01-12	105	3.226	1.24
2026-01-12	106	10.414	1.45
2026-01-12	107	4.979	1.42
2026-01-12	11	4.022	3.16
2026-01-12	111	4.75	1.28
2026-01-12	112	3.618	1.91
2026-01-12	114	18.32	2.19
2026-01-12	117	10.582	1.46
2026-01-12	12	5.392	1.71
2026-01-12	121	53.645	0.93
2026-01-12	124	20.259	1.16
2026-01-12	125	6	1.74
2026-01-12	127	7	1.84
2026-01-12	130	6	1.39
2026-01-12	134	1.046	10.3
2026-01-12	135	0.706	9.6
2026-01-12	136	0.473	9.03
2026-01-12	137	0.753	13.1
2026-01-12	138	3.416	3.15
2026-01-12	139	0.502	10.35
2026-01-12	140	0.798	9.6
2026-01-12	142	0.674	4.78
2026-01-12	145	0.32	15.9
2026-01-12	146	1.646	10.6
2026-01-12	154	13	1.44
2026-01-12	158	3	1.75
2026-01-12	165	4.455	3.65
2026-01-12	166	8	1.84
2026-01-12	167	6	1.18
2026-01-12	178	1.07	2.43
2026-01-12	18	17.633	0.98
2026-01-12	185	4	1.44
2026-01-12	187	4.79	4.04
2026-01-12	189	6	2.31
2026-01-12	190	13	2.31
2026-01-12	193	9	1.46
2026-01-12	194	13.251	2.07
2026-01-12	195	15	1.09
2026-01-12	196	6	2.31
2026-01-12	197	9.942	1.72
2026-01-12	198	13.046	0.87
2026-01-12	199	5.204	1.62
2026-01-12	207	3	0.94
2026-01-12	208	6	0.66
2026-01-12	209	3	0.88
2026-01-12	211	4	0.85
2026-01-12	213	4	2.02
2026-01-12	214	2	1.95
2026-01-12	215	10	1.95
2026-01-12	216	2	2
2026-01-12	218	9	1.02
2026-01-12	219	4	0.71
2026-01-12	226	3	0.98
2026-01-12	23	5	0.94
2026-01-12	27	3	1.91
2026-01-12	28	10	2.08
2026-01-12	30	6	1.39
2026-01-12	31	0.775	4.4
2026-01-12	33	9.67	1.15
2026-01-12	38	10.82	1.39
2026-01-12	39	4.148	3.3
2026-01-12	4	9	0.76
2026-01-12	40	3	1.53
2026-01-12	41	9.761	1.38
2026-01-12	42	11.606	0.99
2026-01-12	43	18.131	1.3
2026-01-12	44	19.406	1.28
2026-01-12	48	3	1.53
2026-01-12	49	2	2.19
2026-01-12	50	2	2.19
2026-01-12	52	37.457	0.7
2026-01-12	53	2	1.85
2026-01-12	54	4	1.85
2026-01-12	55	6	2.1
2026-01-12	56	6	2.6
2026-01-12	57	3	0.98
2026-01-12	58	2.416	1.9
2026-01-12	61	3	1.39
2026-01-12	65	3	1.04
2026-01-12	66	5	1.16
2026-01-12	68	2	1.51
2026-01-12	69	11	0.91
2026-01-12	70	5	1.1
2026-01-12	71	3	1.53
2026-01-12	72	7	0.69
