fecha	producto_id	cantidad	pvp_original	pvp_demarca
2026-07-01	27	1	1.99	0.5
2026-07-01	44	1.09	1.59	0.5
2026-07-01	52	1.47	1.45	0.5
2026-07-01	187	0.44	5.75	1
2026-07-01	197	1.06	1.99	1.55
2026-07-01	198	2	1.85	0.5
2026-07-01	95	0.58	1.79	0.5
2026-07-01	95	0.43	1.79	0.5
2026-07-01	112	1.5	2.69	1
2026-07-01	121	1.44	2.39	0.74
2026-07-01	121	0.37	2.39	0.5
2026-01-02	28	1	2.85	0.8
2026-01-02	28	2	2.85	0.5
2026-01-02	28	1	2.85	0.8
2026-01-02	28	2	2.85	0.5
2026-01-02	39	0.39	3.95	1
2026-01-02	20	3	1.09	0.2
2026-01-02	20	3	1.09	0.2
2026-01-02	42	0.95	1.99	0.5
2026-01-02	42	0.95	1.99	0.5
2026-01-02	116	1.37	2.45	0.5
2026-01-02	116	1.37	2.45	0.5
2026-01-02	178	1.38	2.75	2.1
2026-01-02	187	0.54	5.25	1
2026-01-02	197	0.78	1.65	1
2026-01-02	197	2.29	1.65	0.5
2026-01-02	197	0.78	1.65	1
2026-01-02	197	2.29	1.65	0.5
2026-01-02	197	3.01	1.65	0.5
2026-01-02	201	0.43	1.45	0.5
2026-01-02	165	0.44	4.25	0.5
2026-01-02	165	0.44	4.25	0.5
2026-02-02	31	0.22	5.69	1
2026-02-02	4	2	0.99	0.25
2026-02-02	38	0.33	3.99	3.85
2026-02-02	38	0.37	3.99	3.85
2026-02-02	41	1.28	2.35	2.09
2026-02-02	41	0.97	2.35	2.09
2026-02-02	42	0.55	1.95	0.5
2026-02-02	42	0.33	1.95	0.5
2026-02-02	52	0.39	1.05	0.5
2026-02-02	52	1.48	1.05	0.5
2026-02-02	58	0.37	2.45	0.5
2026-02-02	78	1	1.59	0.5
2026-02-02	78	1	1.59	0.5
2026-02-02	78	1	1.59	0.5
2026-02-02	78	1	1.59	0.5
2026-02-02	178	0.53	3.49	1
2026-02-02	197	3.07	1.49	0.5
2026-02-02	197	1.14	1.49	0.7
2026-02-02	84	1	1.65	0.5
2026-02-02	98	0.29	2.29	0.5
2026-02-02	95	0.37	1.49	0.5
2026-02-02	32	0.76	3.89	1
2026-02-02	32	0.85	3.89	0.8
2026-02-02	121	0.31	2.25	1
2026-02-02	54	1	2.55	1.28
2026-02-02	96	0.34	2.65	1
2026-03-02	27	1	1.75	1.45
2026-03-02	43	2.99	1.95	0.5
2026-03-02	43	0.82	1.95	0.5
2026-03-02	68	2	1.95	0.8
2026-03-02	75	1	1.55	0.78
2026-03-02	75	1	1.55	0.78
2026-03-02	75	1	1.55	0.78
2026-03-02	75	1	1.55	0.78
2026-03-02	75	1	1.55	0.78
2026-03-02	94	0.26	2.69	0.5
2026-03-02	93	1	3.59	1.8
2026-03-02	93	1	3.59	3
2026-03-02	178	0.53	3.15	1
2026-03-02	219	1	0.89	0.45
2026-03-02	207	1	1.29	0.65
2026-03-02	84	1	1.65	0.5
2026-03-02	101	0.65	2.79	0.5
2026-03-02	101	0.98	2.79	0.5
2026-03-02	121	0.34	2.25	1
2026-03-02	121	0.6	2.25	1
2026-03-02	121	1.2	2.25	1
2026-03-02	121	0.83	2.25	1
2026-03-02	121	0.82	2.25	1
2026-03-02	62	1	1.85	1.3
2026-03-02	96	0.92	2.69	0.5
2026-04-02	42	0.19	2.15	1
2026-04-02	89	2.12	2.25	0.5
2026-04-02	124	0.19	1.55	0.2
2026-04-02	124	1.38	1.55	0.5
2026-04-02	194	1.12	2.49	0.5
2026-04-02	195	2	3.59	0.5
2026-04-02	207	1	1.29	0.9
2026-04-02	207	1	1.29	0.9
2026-04-02	207	1	1.29	0.9
2026-04-02	207	1	1.29	0.9
2026-04-02	207	1	1.29	0.9
2026-04-02	95	0.62	1.75	1.59
2026-04-02	95	0.79	1.75	1.59
2026-04-02	95	1.8	1.75	1.59
2026-04-02	95	0.81	1.75	1.59
2026-04-02	95	0.8	1.75	1.59
2026-04-02	95	0.8	1.75	1.59
2026-04-02	127	1	2.75	1.93
2026-04-02	121	0.29	2.15	1.95
2026-04-02	121	0.44	2.15	1.95
2026-04-02	121	0.39	2.15	1.95
2026-04-02	121	0.34	2.15	1.95
2026-04-02	121	0.67	2.15	1.95
2026-04-02	121	0.6	2.15	1.95
2026-04-02	121	0.67	2.15	1.95
2026-04-02	121	0.42	2.15	1.95
2026-04-02	121	0.85	2.15	1.95
2026-04-02	121	0.69	2.15	1.96
2026-04-02	121	1.13	2.15	1.95
2026-04-02	121	1.09	2.15	1.95
2026-04-02	121	0.81	2.15	1.95
2026-04-02	121	0.37	2.15	1.95
2026-04-02	121	0.34	2.15	1.95
2026-04-02	121	0.44	2.15	1.95
2026-04-02	57	1	1.35	0.5
2026-05-02	73	1	1.99	0.6
2026-05-02	103	0.56	2.99	0.5
2026-05-02	103	1.02	2.99	0.5
2026-05-02	93	2	1.75	1
2026-05-02	178	1.09	3.49	1
2026-05-02	95	0.5	1.75	0.5
2026-05-02	112	1.17	3.99	0.5
2026-05-02	121	0.6	2.95	0.5
2026-05-02	121	0.98	2.95	0.5
2026-05-02	121	0.91	2.95	0.5
2026-05-02	121	0.31	2.95	1
2026-05-02	121	1.05	2.95	0.5
2026-06-02	68	1	1.99	1
2026-06-02	94	0.55	2.85	0.48
2026-06-02	199	1.16	2.99	0.5
2026-06-02	127	1	2.99	0.5
2026-06-02	127	1	2.99	1
2026-06-02	121	1.06	2.75	1
2026-07-02	39	0.37	2.99	1
2026-07-02	39	0.36	2.99	1
2026-07-02	44	1.16	1.59	0.5
2026-07-02	82	1	1.29	0.5
2026-07-02	124	0.52	1.55	0.5
2026-07-02	114	1.43	5.49	1
2026-07-02	108	0.48	2.45	1
2026-07-02	185	1.56	1.49	0.8
2026-07-02	197	0.51	1.99	1.55
2026-07-02	197	0.51	1.99	1.43
2026-07-02	197	0.43	1.99	1.55
2026-07-02	121	1.27	2.39	1
2026-07-02	121	0.29	2.39	1
2026-07-02	121	0.25	2.39	1
2026-07-02	121	0.68	2.39	1
2026-01-03	28	1	2.85	1
2026-01-03	28	2	2.85	1
2026-01-03	28	1	2.85	1
2026-01-03	28	2	2.85	1
2026-01-03	27	1	1.89	0.5
2026-01-03	33	0.42	2.49	0.5
2026-01-03	33	0.35	2.49	0.5
2026-01-03	33	0.42	2.49	0.5
2026-01-03	33	0.17	2.49	5
2026-01-03	33	0.35	2.49	0.5
2026-01-03	33	0.73	2.49	0.5
2026-01-03	42	0.27	1.99	0.5
2026-01-03	44	0.23	2.95	0.5
2026-01-03	76	1	0.99	0.5
2026-01-03	76	1	0.99	0.5
2026-01-03	77	1	3.25	1
2026-01-03	77	1	3.25	1
2026-01-03	94	0.44	2.69	1
2026-01-03	94	0.44	2.69	1
2026-01-03	97	0.34	1.85	0.48
2026-01-03	97	0.34	1.85	0.48
2026-01-03	124	0.68	1.55	0.8
2026-01-03	124	0.68	1.55	0.8
2026-01-03	116	0.43	2.45	0.5
2026-01-03	116	0.43	2.45	0.5
2026-01-03	116	1.09	2.45	0.5
2026-01-03	128	1	2.95	1.48
2026-01-03	128	1	2.95	1.48
2026-01-03	128	1	2.95	1.48
2026-01-03	128	1	2.95	1.48
2026-01-03	165	0.2	4.25	1
2026-01-03	165	0.21	4.25	1
2026-01-03	165	0.2	4.25	1
2026-01-03	165	0.21	4.25	1
2026-01-03	101	0.19	2.85	1
2026-01-03	101	0.19	2.85	1
2026-01-03	101	0.3	2.85	0.5
2026-01-03	121	0.95	1.89	0.48
2026-01-03	121	0.95	1.89	0.48
2026-01-03	60	1	2.89	1.45
2026-01-03	60	1	2.89	1.45
2026-01-03	62	1	1.85	0.93
2026-02-03	1	1	1.39	0.5
2026-02-03	52	1.37	1.05	0.5
2026-02-03	93	1	3.99	2
2026-02-03	197	1.5	1.49	0.7
2026-02-03	199	0.52	2.15	1.98
2026-02-03	207	1	1.29	0.9
2026-02-03	207	1	1.29	0.9
2026-02-03	207	1	1.29	0.9
2026-02-03	207	1	1.29	0.9
2026-02-03	207	1	1.29	0.9
2026-02-03	209	1	1.19	0.83
2026-02-03	209	1	1.19	0.83
2026-02-03	209	1	1.19	0.83
2026-02-03	214	1	2.79	1.4
2026-02-03	214	1	2.79	1.4
2026-02-03	98	0.52	2.29	1
2026-02-03	11	0.93	3.25	1
2026-02-03	32	0.75	3.89	1
2026-02-03	121	1.36	2.25	0.48
2026-02-03	54	1	2.55	1.28
2026-02-03	218	1	1.39	0.97
2026-02-03	218	1	1.39	0.97
2026-02-03	218	1	1.39	0.97
2026-02-03	218	1	1.39	0.97
2026-02-03	218	1	1.39	0.97
2026-03-03	27	1	1.75	0.5
2026-03-03	42	1.13	2.19	0.5
2026-03-03	8	1	2.15	0.5
2026-03-03	52	2.37	1.05	0.5
2026-03-03	75	1	1.55	0.78
2026-03-03	75	1	1.55	0.78
2026-03-03	75	1	1.55	0.78
2026-03-03	75	1	1.55	0.78
2026-03-03	75	1	1.55	0.78
2026-03-03	75	1	1.55	0.78
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.66
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1.8
2026-03-03	93	1	3.59	1
2026-03-03	170	1	1.49	1.04
2026-03-03	198	1	0.95	0.5
2026-03-03	95	0.49	1.75	1
2026-03-03	100	1.29	2.09	1.5
2026-03-03	100	2.23	2.09	1.5
2026-03-03	127	1	2.75	1.38
2026-03-03	127	1	2.75	1.27
2026-03-03	216	1	2.79	1.4
2026-03-03	216	1	2.79	1.4
2026-03-03	216	1	2.79	1.4
2026-03-03	60	1	2.89	1.33
2026-03-03	189	1	2.99	1.5
2026-03-03	50	1	2.95	2.07
2026-03-03	50	1	2.95	2.07
2026-06-03	43	0.31	1.85	0.5
2026-06-03	75	1	1.59	0.74
2026-06-03	75	1	1.59	0.8
2026-06-03	75	1	1.59	0.5
2026-06-03	75	1	1.59	0.8
2026-06-03	114	0.41	5.49	3
2026-06-03	114	0.46	5.49	1
2026-06-03	187	0.28	4.99	1
2026-06-03	95	1.38	1.55	1
2026-06-03	95	0.37	1.55	1
2026-06-03	121	1.19	2.75	0.48
2026-06-03	121	0.7	2.75	1
2026-06-03	121	0.19	2.75	1
2026-06-03	61	1	1.89	0.95
2026-06-03	61	1	1.89	0.95
2026-07-03	18	0.17	1.85	0.5
2026-07-03	38	0.13	1.65	1
2026-07-03	39	0.47	2.99	1
2026-07-03	44	0.72	1.59	0.5
2026-07-03	82	1	1.29	0.3
2026-07-03	106	0.16	2.75	1
2026-07-03	107	0.43	1.85	1
2026-07-03	114	1.06	5.49	3
2026-07-03	114	1.34	5.49	2
2026-07-03	109	0.97	3.15	1
2026-07-03	109	0.92	3.15	1
2026-07-03	187	0.47	5.75	0.5
2026-07-03	187	0.43	5.75	1
2026-07-03	197	0.23	1.99	1.55
2026-07-03	197	0.26	1.99	1.55
2026-07-03	197	1.06	1.99	1.55
2026-07-03	197	0.51	1.99	1.55
2026-07-03	197	0.5	1.99	1.55
2026-07-03	197	0.27	1.99	1.55
2026-07-03	197	1.5	1.99	1.55
2026-07-03	198	1	1.85	0.5
2026-07-03	121	1.06	2.39	1
2026-07-03	121	0.47	2.39	0.92
2026-07-03	121	0.38	2.39	0.5
2026-07-03	250	0.47	2.39	1
2026-02-04	33	0.54	2.99	2.99
2026-02-04	39	0.41	3.95	3.95
2026-02-04	39	0.42	3.95	1.5
2026-02-04	197	1.63	1.49	0.5
2026-02-04	199	0.45	2.15	0.5
2026-02-04	85	1	1.49	0.69
2026-02-04	96	0.69	2.65	0.9
2026-03-04	52	0.85	1.05	0.5
2026-03-04	66	1	1.59	0.8
2026-03-04	66	1	1.59	0.8
2026-03-04	66	1	1.59	0.8
2026-03-04	66	1	1.59	0.74
2026-03-04	66	1	1.59	0.74
2026-03-04	68	1	1.95	0.5
2026-03-04	75	1	1.55	0.78
2026-03-04	84	1	1.65	0.5
2026-03-04	95	0.66	1.75	0.5
2026-03-04	127	1	2.75	1.38
2026-03-04	127	1	2.75	1.38
2026-03-04	32	2.4	2.75	1
2026-03-04	121	0.93	2.25	1
2026-03-04	121	0.49	2.25	0.5
2026-03-04	125	1	2.85	2
2026-03-04	48	1	1.99	1
2026-03-04	50	1	2.95	2.07
2026-03-04	50	1	2.95	2.07
2026-03-04	50	1	2.95	2.07
2026-03-04	50	1	2.95	2.07
2026-03-04	50	1	2.95	2.07
2026-04-04	12	0.51	2.99	1.5
2026-04-04	33	1.27	2.39	0.8
2026-04-04	41	0.53	2.35	0.8
2026-04-04	69	1	1.19	0.4
2026-04-04	69	1	1.19	0.6
2026-04-04	89	1.84	2.25	0.5
2026-04-04	89	1.87	2.25	0.8
2026-04-04	128	1	2.25	1.13
2026-04-04	128	1	2.25	1.08
2026-04-04	128	1	2.25	1.13
2026-04-04	185	1.69	1.69	0.3
2026-04-04	185	1.61	1.69	0.4
2026-04-04	187	0.47	4.69	2.76
2026-04-04	215	1	2.79	1.4
2026-04-04	215	1	2.79	1.4
2026-04-04	215	1	2.79	1.4
2026-04-04	213	1	2.85	1.43
2026-04-04	213	1	2.85	1.43
2026-04-04	213	1	2.85	1.43
2026-04-04	213	1	2.85	1.43
2026-04-04	213	1	2.85	1.43
2026-04-04	213	1	2.85	1.43
2026-04-04	95	1.41	1.75	1.59
2026-04-04	95	0.83	1.75	1.59
2026-04-04	95	0.39	1.75	1.59
2026-04-04	95	0.79	1.75	1.59
2026-04-04	95	1.13	1.75	1.59
2026-04-04	95	1.02	1.75	0.5
2026-04-04	95	0.63	1.75	1.59
2026-04-04	95	2.15	1.75	1.59
2026-04-04	127	1	2.75	1.38
2026-04-04	127	1	2.75	1.38
2026-04-04	127	1	2.75	1.38
2026-04-04	127	1	2.75	1.38
2026-04-04	127	1	2.75	1.38
2026-04-04	11	1.69	1.65	0.8
2026-04-04	11	1.45	1.65	0.8
2026-04-04	32	0.68	3.25	0.8
2026-04-04	167	3	1.65	0.3
2026-04-04	121	0.62	2.15	1.95
2026-04-04	121	0.5	2.15	1.95
2026-04-04	121	0.81	2.15	1.95
2026-04-04	121	0.46	2.15	1.95
2026-04-04	121	0.54	2.15	1.95
2026-04-04	121	0.65	2.15	1.95
2026-04-04	121	0.54	2.15	1.95
2026-04-04	121	0.4	2.15	1.95
2026-04-04	121	0.81	2.15	1.79
2026-04-04	121	0.37	2.15	1.95
2026-04-04	121	0.39	2.15	1.95
2026-04-04	121	0.81	2.15	1.95
2026-04-04	121	0.5	2.15	1.95
2026-04-04	121	0.58	2.15	1.95
2026-04-04	121	0.73	2.15	1.79
2026-04-04	121	0.23	2.15	1.95
2026-04-04	121	0.48	2.15	1.95
2026-04-04	121	0.55	2.15	1.95
2026-04-04	121	0.6	2.15	1.95
2026-04-04	121	0.67	2.15	1.95
2026-04-04	121	0.47	2.15	1.95
2026-04-04	53	1	2.49	1.74
2026-04-04	216	1	2.79	1.4
2026-04-04	216	1	2.79	1.29
2026-04-04	216	1	2.79	1.29
2026-04-04	17	1	1.69	0.85
2026-04-04	17	1	1.69	0.82
2026-04-04	17	1	1.69	0.85
2026-05-04	39	0.28	2.59	0.5
2026-05-04	44	2.71	2.79	0.5
2026-05-04	44	1.59	2.79	0.5
2026-05-04	44	1.25	2.79	0.5
2026-05-04	44	1.24	2.79	0.5
2026-05-04	44	1.21	2.79	0.5
2026-05-04	44	0.62	2.79	0.5
2026-05-04	44	1.09	2.79	0.5
2026-05-04	187	0.88	4.65	0.5
2026-05-04	214	1	2.79	1.95
2026-05-04	214	1	2.79	1.95
2026-05-04	214	1	2.79	1.95
2026-05-04	213	1	2.85	2
2026-05-04	213	1	2.85	2
2026-05-04	213	1	2.85	2
2026-05-04	213	1	2.85	2
2026-05-04	213	1	2.85	2
2026-05-04	95	0.58	1.59	0.5
2026-05-04	101	0.19	2.69	0.5
2026-05-04	121	0.63	2.95	0.5
2026-05-04	121	0.63	2.95	1
2026-05-04	218	1	1.39	0.93
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.89
2026-05-04	218	1	1.39	0.89
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.89
2026-05-04	218	1	1.39	0.89
2026-05-04	218	1	1.39	0.89
2026-05-04	218	1	1.39	0.97
2026-05-04	218	1	1.39	0.97
2026-05-04	186	1	2.25	1.13
2026-06-04	39	0.42	1.99	1
2026-06-04	42	0.27	1.99	1.99
2026-06-04	42	0.52	1.99	1.99
2026-06-04	42	0.93	1.99	1.99
2026-06-04	42	0.52	1.99	1.99
2026-06-04	42	0.54	1.99	1.99
2026-06-04	42	0.69	1.99	1.99
2026-06-04	42	0.6	1.99	1.99
2026-06-04	42	0.79	1.99	0.8
2026-06-04	42	0.61	1.99	1.99
2026-06-04	42	0.53	1.99	1.99
2026-06-04	42	0.57	1.99	1.99
2026-06-04	75	1	1.59	0.8
2026-06-04	75	1	1.59	0.8
2026-06-04	124	1.26	1.55	0.5
2026-06-04	114	0.55	3.99	2
2026-06-04	201	1.39	1.75	1
2026-06-04	121	1.17	2.75	1
2026-06-04	121	0.61	2.75	1
2026-06-04	121	1.1	2.75	0.5
2026-06-04	121	0.22	2.75	0.5
2026-06-04	61	1	1.89	0.95
2026-06-04	61	1	1.89	0.95
2026-06-04	250	1	2.49	0.5
2026-07-04	39	0.49	2.99	1
2026-07-04	39	0.3	2.99	1
2026-07-04	42	0.93	1.99	0.5
2026-07-04	42	0.57	1.99	0.5
2026-07-04	44	1.2	1.59	1
2026-07-04	44	2.06	1.59	1
2026-07-04	66	1	1.59	1.19
2026-07-04	66	1	1.59	1.19
2026-07-04	66	1	1.59	1.19
2026-07-04	69	1	1.25	0.5
2026-07-04	75	1	1.59	1.19
2026-07-04	75	1	1.59	1.19
2026-07-04	187	0.54	5.75	1
2026-07-04	105	0.62	1.95	1
2026-07-04	112	1.35	2.59	1
2026-07-04	121	0.51	2.39	1
2026-07-04	121	0.73	2.39	0.5
2026-07-04	121	1.04	2.39	1
2026-07-04	125	1	2.99	2.24
2026-07-04	125	1	2.99	2.24
2026-07-04	125	1	2.99	2.24
2026-07-04	125	1	2.99	2.24
2026-07-04	125	1	2.99	2.24
2026-07-04	74	1	2.15	1.61
2026-07-04	50	1	2.95	2.21
2026-07-04	50	1	2.95	2.21
2026-07-04	250	1.25	2.39	0.8
2026-01-05	12	0.77	3.99	0.5
2026-01-05	38	0.2	4.49	0.48
2026-01-05	52	0.66	1.15	0.48
2026-01-05	68	1	1.95	1
2026-01-05	103	0.35	3.15	2
2026-01-05	128	1	2.95	1.48
2026-01-05	128	1	2.95	1.48
2026-01-05	197	1.23	1.65	0.5
2026-01-05	197	0.51	1.65	0.5
2026-01-05	197	0.5	1.65	0.5
2026-01-05	121	0.69	1.99	0.5
2026-01-05	121	1.02	1.99	1
2026-01-05	121	1.39	1.99	0.48
2026-01-05	121	0.99	1.99	1
2026-01-05	121	0.73	1.99	1
2026-01-05	121	0.85	1.99	1
2026-01-05	60	1	2.89	1.45
2026-01-05	62	1	1.85	0.93
2026-02-05	12	0.5	3.95	3.95
2026-02-05	12	0.42	3.95	3.95
2026-02-05	12	0.32	3.95	3.95
2026-02-05	12	0.82	3.95	3.95
2026-02-05	12	0.3	3.95	3.95
2026-02-05	33	0.48	2.99	2.99
2026-02-05	33	0.66	2.99	2.99
2026-02-05	33	0.53	2.99	2.99
2026-02-05	38	0.3	3.45	3.45
2026-02-05	38	0.06	3.45	3.45
2026-02-05	38	0.19	3.45	3.45
2026-02-05	38	0.22	3.45	3.45
2026-02-05	38	0.13	3.45	3.45
2026-02-05	38	0.4	3.45	3.45
2026-02-05	38	0.31	3.45	3.45
2026-02-05	38	0.22	3.45	3.45
2026-02-05	38	0.27	3.45	3.45
2026-02-05	38	0.08	3.45	3.17
2026-02-05	38	0.42	3.45	3.45
2026-02-05	38	0.12	3.45	3.45
2026-02-05	39	0.29	3.95	3.95
2026-02-05	39	0.44	3.95	3.95
2026-02-05	39	0.47	3.95	3.95
2026-02-05	39	0.31	3.95	3.95
2026-02-05	44	0.42	2.69	0.46
2026-02-05	72	1	1.09	0.5
2026-02-05	89	2.76	1.35	0.99
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	1
2026-02-05	93	2	3.99	1
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	2
2026-02-05	93	1	3.99	2
2026-02-05	194	0.28	2.59	1
2026-02-05	209	1	1.19	0.83
2026-02-05	121	0.5	2.25	1
2026-02-05	121	0.65	2.25	1
2026-03-05	39	0.55	4.25	0.5
2026-03-05	42	0.17	2.19	0.48
2026-03-05	43	0.32	1.75	0.5
2026-03-05	44	0.66	2.75	0.5
2026-03-05	8	1	2.15	0.5
2026-03-05	52	0.85	1.05	0.5
2026-03-05	52	1.49	1.05	0.5
2026-03-05	94	0.25	2.69	0.5
2026-03-05	94	0.27	2.69	0.5
2026-03-05	94	0.18	2.69	0.5
2026-03-05	185	0.93	1.95	0.5
2026-03-05	219	1	0.89	0.45
2026-03-05	219	1	0.89	0.45
2026-03-05	209	1	1.19	0.6
2026-03-05	209	1	1.19	0.6
2026-03-05	209	1	1.19	0.6
2026-03-05	214	1	2.79	1.29
2026-03-05	214	1	2.79	1.29
2026-03-05	214	1	2.79	1.4
2026-03-05	214	1	2.79	1.4
2026-03-05	214	1	2.79	1.4
2026-03-05	84	1	1.65	0.5
2026-03-05	84	1	1.65	0.5
2026-03-05	32	1.14	2.75	1
2026-03-05	32	1	2.75	1
2026-03-05	165	0.47	5.39	0.5
2026-03-05	50	1	2.95	2.07
2026-03-05	50	1	2.95	2.07
2026-05-05	44	1.22	2.79	0.5
2026-05-05	44	0.24	2.79	0.5
2026-05-05	68	2	1.99	0.5
2026-05-05	68	1	1.99	1
2026-05-05	82	1	1.05	0.5
2026-05-05	82	1	1.05	0.5
2026-05-05	82	1	1.05	0.5
2026-05-05	82	1	1.05	0.5
2026-05-05	103	0.46	2.99	1
2026-05-05	93	1	1.75	0.8
2026-05-05	211	1	1.15	0.58
2026-05-05	211	1	1.15	0.58
2026-05-05	211	1	1.15	0.58
2026-05-05	219	1	0.99	0.5
2026-05-05	98	0.27	2.45	1
2026-05-05	105	0.61	4.25	2
2026-05-05	127	1	2.99	0.8
2026-05-05	11	0.91	1.59	0.5
2026-05-05	121	0.55	2.95	0.5
2026-05-05	218	1	1.39	0.97
2026-05-05	218	1	1.39	0.97
2026-05-05	218	1	1.39	0.97
2026-05-05	218	1	1.39	0.97
2026-05-05	218	1	1.39	0.97
2026-05-05	218	1	1.39	0.97
2026-05-05	60	1	2.75	1.38
2026-05-05	65	1	1.45	0.73
2026-06-05	12	0.81	1.75	0.5
2026-06-05	12	0.94	1.75	0.5
2026-06-05	39	0.33	1.99	0.5
2026-06-05	44	0.78	2.15	0.5
2026-06-05	75	1	1.59	0.4
2026-06-05	75	1	1.59	0.5
2026-06-05	75	1	1.59	0.8
2026-06-05	75	1	1.59	0.8
2026-06-05	107	0.25	3.55	1
2026-06-05	124	1.92	1.55	0.5
2026-06-05	187	0.38	4.99	1
2026-06-05	197	2.09	1.55	0.55
2026-06-05	98	0.5	2.45	0.5
2026-06-05	95	1.43	1.79	0.5
2026-06-05	95	1.52	1.79	0.5
2026-06-05	11	0.42	2.39	0.5
2026-06-05	167	1	1.65	0.3
2026-06-05	121	2.39	2.75	1
2026-06-05	121	0.26	2.75	1
2026-06-05	121	0.59	2.75	1
2026-06-05	121	0.68	2.75	1
2026-06-05	121	1.11	2.75	0.5
2026-06-05	121	1.03	2.75	0.5
2026-06-05	121	0.81	2.75	1
2026-06-05	35	1	0.75	0.56
2026-06-05	35	1	0.75	0.56
2026-02-06	12	0.4	3.95	3.95
2026-02-06	12	0.31	3.95	3.95
2026-02-06	12	0.76	3.95	3.95
2026-02-06	12	0.47	3.95	3.95
2026-02-06	12	0.47	3.95	3.95
2026-02-06	12	0.94	3.95	3.95
2026-02-06	12	0.41	3.95	3.95
2026-02-06	12	0.9	3.95	3.95
2026-02-06	12	0.68	3.95	3.95
2026-02-06	33	0.28	2.99	2.99
2026-02-06	33	0.28	2.99	2.99
2026-02-06	33	0.82	2.99	2.99
2026-02-06	33	0.54	2.99	2.99
2026-02-06	38	0.66	3.99	1
2026-02-06	38	0.25	3.45	3.45
2026-02-06	38	0.15	3.45	3.45
2026-02-06	38	0.1	3.45	3.45
2026-02-06	38	0.19	3.45	3.17
2026-02-06	38	0.2	3.45	3.45
2026-02-06	38	0.25	3.45	3.45
2026-02-06	38	0.48	3.45	3.45
2026-02-06	38	0.23	3.45	3.45
2026-02-06	38	0.1	3.45	3.45
2026-02-06	38	0.17	3.45	3.45
2026-02-06	38	0.41	3.45	3.45
2026-02-06	38	0.15	3.45	3.45
2026-02-06	38	0.07	3.45	3.45
2026-02-06	38	0.08	3.45	3.45
2026-02-06	38	0.43	3.45	3.45
2026-02-06	39	0.42	3.95	3.95
2026-02-06	39	0.27	3.95	3.95
2026-02-06	39	0.62	3.95	3.95
2026-02-06	39	0.31	3.95	3.95
2026-02-06	39	0.27	3.95	3.95
