fecha	producto_id	cantidad	coste_unitario
2026-06-05	107	0.13	2.6
2026-06-05	43	0.09	1.56
2026-06-05	44	0.12	1.56
2026-06-05	121	0.12	2.02
2026-06-05	42	0.11	1.5
2026-06-05	41	0.27	1.27
2026-06-05	101	0.54	2.01
2026-06-05	42	0.12	1.5
2026-06-05	111	0.09	2.3
2026-06-05	121	0.17	2.02
2026-06-05	112	0.03	2.3
2026-06-05	121	0.21	2.02
2026-06-05	121	0.18	2.02
2026-06-05	75	1	1.19
2026-06-05	105	0.15	3.12
2026-06-05	12	1.78	1.27
2026-06-05	199	0.14	2.39
2026-06-05	95	0.2	1.33
2026-02-06	103	0.1	2.3
2026-02-06	101	0.17	2.14
2026-02-06	41	0.49	1.73
2026-02-06	199	0.17	1.61
2026-02-06	83	0.64	1.64
2026-02-06	121	0.2	1.66
2026-02-06	121	0.12	1.66
2026-02-06	41	0.23	1.73
2026-02-06	194	0.27	1.99
2026-02-06	42	0.27	1.48
2026-02-06	30	1	1.5
2026-02-06	62	1	1.35
2026-02-06	227	1	1.19
2026-02-06	98	0.24	1.73
2026-03-06	41	0.35	1.73
2026-03-06	38	0.15	2.65
2026-03-06	42	0.55	1.62
2026-03-06	101	0.14	2.13
2026-03-06	88	0.36	1.62
2026-03-06	42	0.85	1.62
2026-03-06	207	1	0.94
2026-03-06	58	0.31	1.9
2026-03-06	199	0.2	1.61
2026-03-06	199	0.35	1.61
2026-04-06	187	0.1	3.33
2026-04-06	167	1	1.21
2026-04-06	16	1.31	0.92
2026-04-06	33	0.15	1.38
2026-04-06	98	0.56	1.65
2026-04-06	194	0.13	1.85
2026-04-06	95	0.4	1.27
2026-04-06	197	0.23	1.07
2026-04-06	101	0.14	2.13
2026-04-06	42	0.26	1.61
2026-04-06	58	0.48	1.9
2026-04-06	93	1	1.49
2026-04-06	93	1	1.49
2026-04-06	93	1	1.49
2026-04-06	128	2	1.72
2026-04-06	165	0.19	4.02
2026-04-06	197	0.75	1.07
2026-04-06	165	0.21	4.02
2026-04-06	101	0.14	2.13
2026-04-06	41	0.31	1.73
2026-05-06	101	0.16	2.01
2026-05-06	42	1.06	1.62
2026-05-06	187	0.11	3.24
2026-05-06	44	1.43	2.08
2026-05-06	199	0.21	2.31
2026-05-06	211	1	0.85
2026-05-06	201	0.33	1.27
2026-07-06	42	0.42	1.49
2026-07-06	199	0.18	2.89
2026-07-06	124	0.11	1.15
2026-07-06	38	0.1	1.73
2026-07-06	44	0.16	1.03
2026-07-06	124	0.24	1.15
2026-07-06	16	1.18	0.98
2026-07-06	44	0.14	1.03
2026-07-06	124	0.18	1.15
2026-07-06	197	0.25	1.15
2026-07-06	44	0.21	1.03
2026-07-06	42	0.13	1.49
2026-07-06	124	2	1.15
2026-07-06	130	1	1.15
2026-07-06	186	1	1.66
2026-07-06	186	4	1.66
2026-07-06	48	2	1.53
2026-01-07	124	0.47	1.15
2026-01-07	194	0.28	1.73
2026-01-07	33	0.14	1.96
2026-01-07	101	0.27	2.13
2026-01-07	117	0.26	1.96
2026-01-07	201	0.41	1.04
2026-01-07	4	2	0.72
2026-01-07	39	0.25	3.22
2026-01-07	166	1	1.73
2026-01-07	121	1.19	1.5
2026-01-07	197	0.96	1.21
2026-01-07	194	0.74	1.73
2026-01-07	41	0.38	1.5
2026-01-07	97	0.33	1.38
2026-01-07	41	0.26	1.5
2026-01-07	194	0.14	1.73
2026-01-07	101	0.16	2.13
2026-01-07	33	0.13	1.96
2026-01-07	197	0.26	1.21
2026-01-07	197	0.26	1.21
2026-02-07	93	1	3.25
2026-02-07	199	0.19	1.61
2026-02-07	93	1	3.25
2026-02-07	187	0.1	3.58
2026-02-07	199	0.12	1.61
2026-02-07	38	0.12	2.6
2026-02-07	98	0.29	1.73
2026-02-07	42	0.42	1.48
2026-02-07	93	1	3.25
2026-02-07	42	0.27	1.48
2026-02-07	41	0.21	1.73
2026-03-07	130	1	1.44
2026-03-07	199	0.21	1.61
2026-03-07	101	0.13	2.13
2026-03-07	194	0.1	1.84
2026-03-07	101	0.16	2.13
2026-04-07	95	0.6	1.27
2026-04-07	187	0.09	3.33
2026-04-07	11	0.13	1.27
2026-04-07	128	1	1.72
2026-04-07	199	0.19	1.61
2026-04-07	207	1	0.94
2026-04-07	128	2	1.72
2026-04-07	101	0.15	2.13
2026-04-07	187	0.11	3.33
2026-04-07	33	0.15	1.38
2026-04-07	96	0.25	1.9
2026-04-07	194	0.45	1.85
2026-04-07	42	0.5	1.61
2026-05-07	42	1.57	1.62
2026-05-07	88	0.09	1.62
2026-05-07	121	0.21	2.23
2026-05-07	98	0.25	1.79
2026-05-07	95	0.17	1.16
2026-05-07	197	0.32	1.16
2026-05-07	219	3	0.71
2026-05-07	187	0.11	3.24
2026-05-07	42	0.11	1.62
2026-05-07	199	0.26	2.31
2026-05-07	65	1	1.04
2026-05-07	60	1	2.02
2026-05-07	65	1	1.04
2026-05-07	218	1	1.02
2026-07-07	44	0.19	1.03
2026-07-07	44	0.44	1.03
2026-07-07	111	0.13	1.35
2026-07-07	100	0.22	1.96
2026-07-07	44	1.5	1.03
2026-07-07	121	0.22	1.5
2026-07-07	124	0.34	1.15
2026-07-07	199	0.15	2.89
2026-01-08	187	0.17	3.57
2026-01-08	41	0.26	1.5
2026-01-08	194	0.68	1.73
2026-01-08	33	0.67	1.96
2026-01-08	33	0.15	1.96
2026-01-08	187	0.21	3.57
2026-01-08	9	1	0.45
2026-01-08	101	0.14	2.13
2026-01-08	89	2.74	1.27
2026-04-08	124	0.35	1.15
2026-04-08	33	0.19	1.38
2026-04-08	96	0.27	1.9
2026-04-08	41	1.38	1.73
2026-04-08	95	0.21	1.27
2026-04-08	99	0.29	2.2
2026-04-08	41	0.22	1.73
2026-04-08	199	0.19	1.61
2026-04-08	16	0.34	0.92
2026-04-08	197	0.24	1.07
2026-04-08	199	0.16	1.61
2026-05-08	42	0.35	1.62
2026-05-08	105	0.15	3.5
2026-05-08	121	0.1	2.23
2026-05-08	42	0.23	1.62
2026-06-08	46	0.14	2.54
2026-06-08	187	0.1	3.72
2026-06-08	9	2	0.58
2026-06-08	12	1.26	1.27
2026-06-08	121	0.1	1.84
2026-06-08	107	0.13	2.6
2026-06-08	121	0.24	1.84
2026-06-08	95	0.2	1.33
2026-06-08	111	0.07	2.43
2026-07-08	199	0.17	2.72
2026-07-08	111	0.11	1.35
2026-07-08	44	1.3	1.03
2026-07-08	58	0.26	1.9
2026-07-08	167	1	1.06
2026-07-08	92	1.35	0.95
2026-07-08	43	0.27	1.39
2026-01-09	40	4	1.9
2026-01-09	97	0.17	1.38
2026-01-09	59	0.31	3.12
2026-01-09	31	0.92	4.4
2026-01-09	103	0.09	2.3
2026-01-09	59	0.53	3.12
2026-01-09	197	0.22	1.21
2026-01-09	41	0.69	1.5
2026-02-09	94	0.25	1.97
2026-02-09	103	0.77	2.3
2026-02-09	42	0.77	1.61
2026-02-09	102	0.3	1.61
2026-02-09	121	0.33	1.66
2026-02-09	31	0.16	4.4
2026-02-09	41	0.43	1.73
2026-02-09	128	5	1.72
2026-02-09	199	0.17	1.61
2026-02-09	42	0.35	1.61
2026-03-09	43	0.46	1.28
2026-03-09	42	0.17	1.62
2026-03-09	75	1	1.14
2026-03-09	214	1	1.95
2026-03-09	214	1	1.95
2026-03-09	8	1	1.68
2026-03-09	42	0.16	1.62
2026-03-09	187	0.11	3.46
2026-03-09	93	1	2.78
2026-03-09	11	0.14	1.39
2026-03-09	199	0.23	1.61
2026-03-09	199	0.3	1.61
2026-03-09	121	0.3	1.53
2026-03-09	33	0.34	2.54
2026-04-09	75	1	1.19
2026-04-09	24	0.26	0.81
2026-04-09	199	0.2	1.61
2026-05-09	197	0.32	1.16
2026-05-09	112	0.07	3.2
2026-05-09	18	0.23	1.21
2026-05-09	93	1	1.45
2026-05-09	93	1	1.45
2026-05-09	197	0.3	1.16
2026-05-09	42	0.48	1.62
2026-05-09	98	0.59	1.79
2026-05-09	199	0.28	2.31
2026-06-09	75	1	1.19
2026-06-09	250	0.23	1.73
2026-06-09	112	0.15	2.43
2026-06-09	42	0.19	1.5
2026-06-09	112	0.04	2.43
2026-06-09	107	0.1	2.6
2026-06-09	187	0.09	3.72
2026-06-09	121	0.09	1.84
2026-06-09	121	0.13	1.84
2026-06-09	201	0.25	1.27
2026-06-09	111	0.28	2.43
2026-06-09	111	0.14	2.43
2026-06-09	111	0.05	2.43
2026-06-09	112	0.09	2.43
2026-06-09	111	0.11	2.43
2026-06-09	232	2	1.1
2026-06-09	30	11	1.45
2026-06-09	232	2	1.1
2026-06-09	197	0.27	1.15
2026-06-09	199	0.13	2.39
2026-06-09	111	0.06	2.43
2026-07-09	121	0.1	1.39
2026-07-09	197	0.23	1.15
2026-07-09	124	0.21	1.15
2026-07-09	121	0.54	1.39
2026-07-09	91	3.26	0.57
2026-07-09	91	2.49	0.57
2026-02-10	194	0.14	1.73
2026-02-10	101	0.15	2
2026-02-10	42	0.2	1.61
2026-02-10	199	0.18	1.61
2026-03-10	128	3	1.72
2026-03-10	42	0.77	1.62
2026-03-10	187	0.11	3.46
2026-03-10	94	0.25	1.97
2026-03-10	33	0.15	2.54
2026-03-10	197	0.28	1.06
2026-03-10	9	2	0.58
2026-03-10	38	0.11	3.12
2026-03-10	121	0.16	1.53
2026-03-10	44	0.25	2.61
2026-03-10	194	0.09	1.73
2026-03-10	98	0.27	1.73
2026-03-10	121	0.15	1.53
2026-03-10	197	0.25	1.06
2026-03-10	41	0.32	1.73
2026-03-10	43	0.15	1.28
2026-03-10	88	0.09	1.62
2026-03-10	42	0.14	1.62
2026-03-10	199	0.18	1.61
2026-03-10	42	0.22	1.62
2026-03-10	35	1	0.87
2026-03-10	48	1	1.5
2026-03-10	186	1	1.66
2026-04-10	199	0.44	2.2
2026-04-10	197	0.24	1.07
2026-04-10	187	0.11	3.05
2026-04-10	38	0.09	3.5
2026-04-10	98	0.23	1.65
2026-04-10	165	0.23	4.02
2026-04-10	194	0.09	1.85
2026-04-10	121	0.08	1.73
2026-04-10	194	0.1	1.85
2026-04-10	94	0.23	1.97
2026-04-10	33	0.18	1.38
2026-04-10	187	0.12	3.05
2026-06-10	111	0.47	2.43
2026-06-10	121	0.15	1.84
2026-06-10	112	0.08	2.43
2026-06-10	42	0.1	1.5
2026-06-10	18	0.36	1.04
2026-06-10	187	0.08	3.72
2026-06-10	95	0.18	1.33
2026-06-10	121	0.25	1.84
2026-07-10	42	0.24	1.49
2026-07-10	124	0.16	1.15
2026-07-10	124	0.21	1.15
2026-07-10	250	0.24	1.73
2026-02-11	93	1	3.06
2026-02-11	89	1.28	1.02
2026-02-11	44	0.3	2.02
2026-02-11	41	0.45	1.73
2026-02-11	42	0.76	1.61
2026-02-11	98	0.3	1.84
2026-02-11	93	1	3.06
2026-02-11	9	1	0.58
2026-02-11	128	7	1.72
2026-02-11	33	0.13	2.73
2026-02-11	44	0.18	2.02
2026-03-11	197	0.25	1.06
2026-03-11	42	0.65	1.62
2026-03-11	41	0.27	1.73
2026-03-11	98	0.3	1.73
2026-03-11	199	0.33	1.61
2026-03-11	121	0.16	1.53
2026-03-11	194	0.14	1.73
2026-03-11	3	1	1.08
2026-03-11	199	0.23	1.61
2026-04-11	194	0.1	1.85
2026-04-11	187	0.09	3.05
2026-04-11	96	0.26	2.13
2026-04-11	42	1.3	1.61
2026-04-11	187	0.11	3.05
2026-04-11	121	0.26	1.73
2026-04-11	30	2	1.5
2026-04-11	60	2	2.02
2026-05-11	42	0.98	1.5
2026-05-11	94	0.22	1.97
2026-05-11	219	1	0.71
2026-05-11	185	1.48	1.44
2026-05-11	42	0.12	1.5
2026-05-11	199	0.25	2.31
2026-05-11	125	1	2.42
2026-05-11	60	1	2.02
2026-07-11	42	0.33	1.49
2026-07-11	101	0.2	2.14
2026-07-11	207	3	0.94
2026-07-11	166	2	1.73
2026-07-11	38	0.1	2.4
2026-07-11	44	0.35	1.03
2026-07-11	250	0.26	1.73
2026-01-12	94	0.24	1.97
2026-01-12	187	0.21	3.57
2026-01-12	199	0.28	1.67
2026-01-12	197	0.36	1.21
2026-01-12	121	0.75	1.5
2026-01-12	95	0.18	1.15
2026-01-12	121	1.09	1.5
2026-01-12	97	0.17	1.38
2026-01-12	121	0.47	1.5
2026-01-12	97	0.84	1.38
2026-01-12	41	0.48	1.67
2026-01-12	197	0.63	1.21
2026-01-12	199	0.38	1.67
2026-01-12	219	1	0.7
2026-01-12	4	2	0.78
2026-01-12	43	0.25	1.93
2026-01-12	41	0.25	1.67
2026-01-12	20	2	0.81
2026-01-12	41	0.21	1.67
2026-01-12	41	0.51	1.67
2026-01-12	97	0.36	1.38
2026-01-12	102	0.13	1.61
2026-02-12	41	0.25	1.73
2026-02-12	103	0.09	2.3
2026-02-12	101	0.16	2
2026-02-12	121	0.12	1.53
2026-02-12	121	0.11	1.53
2026-02-12	16	2.05	0.83
2026-02-12	35	2	0.92
2026-02-12	42	0.63	1.61
2026-02-12	42	0.16	1.61
2026-02-12	20	1	0.81
2026-02-12	38	0.28	2.94
2026-02-12	42	0.35	1.61
2026-03-12	72	1	0.81
2026-03-12	187	0.11	3.46
2026-03-12	121	0.32	1.68
2026-03-12	52	0.14	0.7
2026-03-12	42	0.19	1.5
2026-03-12	201	0.67	1.04
2026-03-12	42	0.45	1.5
2026-03-12	121	0.1	1.68
2026-03-12	43	0.21	2.5
2026-03-12	199	0.57	1.61
2026-03-12	94	0.24	1.97
2026-03-12	199	0.24	1.61
2026-03-12	42	0.38	1.5
2026-03-12	121	0.15	1.68
2026-05-12	42	1.2	1.5
2026-05-12	42	0.11	1.5
2026-05-12	121	0.12	2
2026-05-12	4	1	0.76
2026-05-12	93	1	1.45
2026-06-12	231	2	0.98
2026-06-12	199	0.22	2.39
2026-06-12	111	0.21	2.43
2026-06-12	111	0.07	2.43
2026-06-12	101	0.16	2.14
2026-06-12	27	1	2.77
2026-06-12	121	0.51	1.84
2026-06-12	101	0.35	2.14
2026-06-12	94	0.25	2.08
2026-06-12	100	0.22	1.78
2026-06-12	4	1	0.76
2026-06-12	4	1	0.76
2026-06-12	111	0.08	2.43
2026-06-12	12	0.2	1.27
2026-06-12	99	0.24	2.28
2026-06-12	199	0.27	2.39
2026-06-12	201	0.26	1.27
2026-06-12	199	0.14	2.39
2026-06-12	107	0.11	2.6
2026-01-13	187	0.1	3.57
2026-01-13	101	0.13	2.13
2026-01-13	194	0.11	1.84
2026-01-13	41	0.68	1.67
2026-01-13	101	0.16	2.13
2026-01-13	12	0.62	3.11
2026-01-13	124	0.56	1.15
2026-01-13	121	0.74	1.5
2026-01-13	187	0.41	3.57
2026-01-13	41	0.99	1.67
2026-01-13	28	1	2.13
2026-01-13	41	0.83	1.67
2026-02-13	38	0.05	2.29
2026-02-13	38	0.21	2.94
2026-02-13	121	0.2	1.53
2026-02-13	42	0.14	1.61
2026-02-13	199	0.3	1.61
2026-02-13	93	1	3.06
2026-02-13	48	0.61	3.44
2026-02-13	33	0.1	2.29
2026-02-13	42	0.17	1.61
2026-02-13	41	0.55	1.73
2026-02-13	42	0.54	1.61
2026-02-13	102	0.37	1.61
2026-02-13	83	0.27	1.64
2026-02-13	121	0.14	1.53
2026-02-13	33	0.11	2.29
2026-02-13	58	0.41	1.84
2026-02-13	194	0.14	1.73
2026-03-13	93	1	2.5
2026-03-13	121	0.2	1.73
2026-03-13	199	0.3	1.61
2026-03-13	197	0.29	1.06
2026-03-13	98	0.55	1.73
2026-03-13	121	0.27	1.73
2026-03-13	207	1	0.94
2026-04-13	58	1.09	1.9
2026-04-13	58	0.62	1.9
2026-04-13	165	0.23	3.44
2026-04-13	194	0.1	1.85
2026-04-13	98	0.26	1.85
2026-04-13	199	0.17	2.2
2026-04-13	197	0.35	1.16
2026-04-13	127	1	2.02
2026-04-13	43	0.11	3.1
2026-05-13	42	0.4	1.5
2026-05-13	42	0.09	1.5
2026-05-13	33	0.34	1.33
2026-05-13	33	0.27	1.33
2026-05-13	93	1	1.45
2026-05-13	112	0.08	2.95
2026-05-13	185	1.39	1.44
2026-05-13	127	1	2.42
2026-05-13	33	0.18	1.33
2026-06-13	106	0.2	2.45
2026-06-13	111	0.12	2.43
2026-06-13	101	0.17	2.14
2026-06-13	201	0.24	1.27
2026-06-13	112	0.1	2.43
2026-07-13	187	0.22	4.04
2026-07-13	197	0.54	1.15
2026-07-13	81	1	0.7
2026-07-13	121	0.33	1.15
2026-07-13	100	0.23	1.96
2026-07-13	214	1	1.95
2026-07-13	215	1	1.95
2026-07-13	124	1.68	1.15
2026-01-14	41	0.4	1.67
2026-01-14	121	0.11	1.5
2026-01-14	101	0.15	2.13
2026-01-14	124	1.1	1.15
2026-01-14	121	0.56	1.5
2026-01-14	52	0.88	0.7
2026-01-14	165	0.42	3.16
2026-01-14	4	1	0.78
2026-01-14	52	0.34	0.7
2026-01-14	83	0.65	1.64
2026-01-14	128	1	1.73
2026-01-14	102	0.28	1.61
2026-01-14	199	0.23	1.61
2026-01-14	187	0.1	3.57
2026-01-14	60	1	2.13
2026-02-14	194	0.15	1.73
2026-02-14	44	0.14	1.9
2026-02-14	87	1	1.21
2026-02-14	48	1.3	3.44
2026-02-14	121	0.23	1.53
2026-02-14	93	1	3.06
2026-02-14	121	0.2	1.53
2026-02-14	197	0.46	1
2026-02-14	95	0.22	1.27
2026-02-14	40	1	2.38
2026-02-14	95	0.2	1.27
2026-02-14	102	0.3	1.61
2026-02-14	124	0.16	1.15
2026-02-14	42	0.88	1.61
2026-02-14	52	0.73	0.7
2026-02-14	3	1	1.03
2026-03-14	199	0.14	1.61
2026-03-14	41	0.27	1.73
2026-03-14	42	0.27	1.5
2026-03-14	58	0.49	1.9
2026-03-14	83	0.51	1.64
2026-03-14	194	0.14	1.73
2026-03-14	43	0.16	2.5
2026-03-14	124	0.22	1.15
2026-03-14	165	0.21	4.02
2026-03-14	42	0.14	1.5
2026-03-14	199	0.18	1.61
2026-03-14	43	0.12	2.5
2026-03-14	124	0.3	1.15
2026-03-14	199	0.72	1.61
2026-03-14	187	0.1	3.46
2026-03-14	127	2	1.79
2026-03-14	124	0.16	1.15
2026-03-14	8	2	1.68
2026-03-14	228	1	1.5
2026-04-14	42	0.13	1.49
2026-04-14	124	0.13	1.15
2026-04-14	187	0.32	3.05
2026-04-14	121	0.12	1.85
2026-04-14	128	2	1.72
2026-04-14	58	1.05	1.9
2026-04-14	58	0.1	1.9
2026-04-14	219	1	0.71
2026-04-14	121	1.39	1.85
2026-05-14	44	0.14	1.68
2026-05-14	105	0.13	3.5
2026-05-14	103	0.05	2.24
2026-05-14	121	0.11	2
2026-05-14	127	1	2.42
2026-05-14	128	2	1.44
2026-05-14	33	0.34	1.16
2026-05-14	112	0.05	2.95
2026-05-14	33	0.82	1.16
2026-05-14	114	0.1	4.6
2026-05-14	112	0.2	2.95
2026-05-14	197	0.27	1.16
2026-07-14	197	0.25	1.15
2026-07-14	12	0.32	1.33
2026-07-14	100	0.21	1.96
2026-07-14	121	0.27	1.15
2026-07-14	112	0.16	1.95
2026-07-14	187	0.11	4.04
2026-07-14	185	0.96	1.33
